duration,total_ram,free_ram,total_disk,free_disk,processor
545.0,16.0,2.93,512.0,372.88,amd ryzen 3
189.0,16.0,10.16,512.0,306.19,amd ryzen 3
81.0,32.0,,512.0,388.93,amd ryzen 5
129.0,16.0,10.87,512.0,152.55,intel i5
264.0,16.0,5.31,256.0,146.25,amd ryzen 3
85.0,16.0,,256.0,145.43,intel i7
25.0,32.0,17.03,256.0,215.01,intel i7
198.0,16.0,9.03,512.0,,amd ryzen 3
167.0,16.0,7.33,256.0,10.0,intel i5
183.0,16.0,6.3,256.0,108.76,intel i5
,16.0,4.31,256.0,81.35,intel i5
163.0,16.0,4.91,256.0,151.09,amd ryzen 5
165.0,32.0,15.0,512.0,291.56,intel i3
122.0,32.0,10.46,256.0,169.93,intel i5
293.0,16.0,1.46,512.0,330.02,amd ryzen 3
98.0,16.0,7.59,512.0,298.73,amd ryzen 7
86.0,,15.52,512.0,245.72,amd ryzen 5
70.0,16.0,9.87,512.0,160.79,amd ryzen 7
224.0,16.0,9.5,512.0,304.4,intel i3
143.0,32.0,12.24,256.0,122.89,intel i5
259.0,16.0,7.29,512.0,268.25,intel i3
127.0,16.0,9.6,256.0,191.25,amd ryzen 5
256.0,16.0,3.96,256.0,79.35,amd ryzen 3
86.0,16.0,8.55,256.0,132.4,amd ryzen 7
109.0,32.0,13.61,512.0,227.69,intel i5
160.0,16.0,2.96,256.0,171.5,amd ryzen 7
177.0,16.0,6.53,512.0,305.92,amd ryzen 5
70.0,32.0,15.95,512.0,195.27,intel i5
98.0,32.0,12.21,512.0,203.09,amd ryzen 5
171.0,32.0,13.62,512.0,312.71,intel i3
119.0,16.0,7.37,256.0,78.18,intel i7
305.0,16.0,2.95,512.0,289.25,intel i3
125.0,16.0,6.04,256.0,152.7,amd ryzen 7
204.0,16.0,5.23,512.0,318.21,intel i5
25.0,32.0,12.83,512.0,303.88,amd ryzen 7
146.0,16.0,10.18,512.0,275.73,intel i5
265.0,16.0,6.14,256.0,109.81,intel i7
176.0,16.0,7.28,512.0,300.05,intel i5
118.0,16.0,7.83,512.0,229.29,intel i7
25.0,32.0,16.2,512.0,204.37,amd ryzen 7
91.0,16.0,11.04,512.0,265.6,intel i7
68.0,16.0,9.7,512.0,198.38,amd ryzen 7
241.0,16.0,7.99,256.0,141.54,intel i3
46.0,32.0,17.63,256.0,201.09,amd ryzen 5
102.0,32.0,14.27,512.0,331.5,amd ryzen 5
113.0,16.0,11.42,,356.25,amd ryzen 5
118.0,16.0,7.53,256.0,173.73,intel i7
25.0,32.0,15.27,512.0,258.43,
164.0,16.0,6.38,512.0,293.91,amd ryzen 5
25.0,32.0,15.22,512.0,385.78,amd ryzen 7
91.0,16.0,6.56,512.0,294.51,amd ryzen 7
289.0,16.0,5.35,256.0,103.58,intel i3
25.0,32.0,15.58,256.0,159.83,intel i7
43.0,32.0,14.32,512.0,364.44,amd ryzen 7
148.0,,11.75,256.0,39.35,intel i5
103.0,32.0,15.53,256.0,145.73,intel i5
99.0,32.0,15.89,512.0,191.29,intel i5
93.0,16.0,8.79,256.0,225.17,intel i7
238.0,16.0,6.85,512.0,323.14,intel i3
39.0,,11.14,256.0,191.55,amd ryzen 7
109.0,16.0,7.71,256.0,141.75,amd ryzen 7
261.0,16.0,5.98,512.0,267.75,intel i3
245.0,16.0,6.26,512.0,311.65,amd ryzen 3
171.0,16.0,8.36,256.0,187.04,intel i5
88.0,32.0,16.4,512.0,241.89,intel i5
273.0,16.0,6.2,256.0,202.18,intel i3
144.0,16.0,9.93,256.0,211.16,amd ryzen 5
168.0,16.0,1.72,512.0,290.2,
133.0,16.0,9.74,512.0,433.73,amd ryzen 5
235.0,16.0,7.41,512.0,252.89,
87.0,16.0,7.35,512.0,290.49,amd ryzen 7
254.0,16.0,5.04,256.0,200.25,amd ryzen 3
31.0,32.0,15.49,512.0,432.21,intel i7
58.0,32.0,15.69,256.0,98.69,amd ryzen 5
133.0,16.0,8.34,256.0,140.94,intel i7
47.0,16.0,11.62,512.0,393.16,amd ryzen 7
204.0,16.0,9.48,256.0,122.62,intel i3
101.0,16.0,5.52,256.0,146.5,amd ryzen 7
216.0,16.0,11.2,512.0,215.42,intel i3
89.0,32.0,14.47,512.0,411.76,amd ryzen 5
107.0,16.0,11.19,256.0,192.4,amd ryzen 5
49.0,32.0,13.84,256.0,134.66,intel i7
202.0,16.0,6.12,512.0,270.93,intel i5
236.0,32.0,9.81,256.0,179.07,intel i5
118.0,16.0,6.84,512.0,311.59,amd ryzen 7
96.0,16.0,9.15,256.0,73.83,intel i7
71.0,32.0,16.18,256.0,135.86,amd ryzen 5
216.0,16.0,7.15,256.0,195.71,amd ryzen 3
178.0,32.0,12.7,256.0,170.72,intel i3
150.0,32.0,14.81,256.0,158.48,intel i3
202.0,32.0,13.92,512.0,260.42,intel i3
165.0,16.0,6.32,256.0,114.49,amd ryzen 5
25.0,32.0,15.96,512.0,294.49,intel i7
141.0,16.0,8.47,512.0,356.36,amd ryzen 5
163.0,16.0,5.77,256.0,10.0,intel i7
222.0,16.0,10.97,512.0,206.73,intel i3
138.0,16.0,8.4,512.0,,amd ryzen 5
133.0,32.0,17.83,512.0,263.66,intel i3
31.0,32.0,13.83,256.0,192.32,amd ryzen 7
152.0,32.0,15.97,256.0,139.78,intel i3
54.0,32.0,13.95,256.0,62.45,intel i7
270.0,16.0,,256.0,94.06,intel i3
220.0,16.0,9.07,256.0,72.49,amd ryzen 3
263.0,16.0,5.73,512.0,274.97,intel i3
278.0,16.0,3.76,512.0,302.71,intel i3
213.0,16.0,4.66,256.0,246.0,amd ryzen 5
25.0,32.0,16.22,256.0,227.19,amd ryzen 7
279.0,16.0,4.89,256.0,74.18,intel i3
91.0,16.0,9.17,256.0,135.19,intel i7
64.0,32.0,16.29,512.0,290.24,amd ryzen 5
126.0,16.0,7.67,256.0,60.68,intel i7
205.0,16.0,5.51,256.0,20.08,intel i5
260.0,16.0,5.27,512.0,232.52,intel i3
25.0,32.0,16.08,512.0,487.29,amd ryzen 7
159.0,16.0,3.92,512.0,317.91,amd ryzen 7
60.0,16.0,11.62,512.0,183.14,intel i7
186.0,16.0,7.27,512.0,313.7,amd ryzen 5
229.0,16.0,8.55,512.0,309.83,intel i3
25.0,32.0,15.66,256.0,134.69,intel i7
189.0,16.0,6.63,256.0,10.0,intel i5
141.0,32.0,14.65,512.0,175.59,amd ryzen 3
111.0,32.0,10.82,512.0,267.75,amd ryzen 5
26.0,32.0,15.85,512.0,177.97,amd ryzen 7
165.0,16.0,7.37,512.0,336.26,amd ryzen 5
161.0,16.0,7.96,256.0,246.0,amd ryzen 5
68.0,32.0,12.34,256.0,67.8,intel i7
109.0,32.0,13.01,512.0,141.05,amd ryzen 5
223.0,16.0,10.07,256.0,246.0,intel i3
62.0,16.0,8.16,256.0,137.64,amd ryzen 7
245.0,16.0,8.34,512.0,352.75,intel i3
217.0,16.0,5.47,512.0,326.89,amd ryzen 3
285.0,,4.37,256.0,246.0,intel i3
133.0,32.0,12.12,512.0,239.49,amd ryzen 5
215.0,16.0,10.86,256.0,108.95,amd ryzen 5
153.0,32.0,14.4,256.0,223.77,intel i3
25.0,32.0,15.58,256.0,157.32,amd ryzen 7
71.0,32.0,15.09,256.0,118.08,amd ryzen 5
25.0,32.0,11.96,512.0,271.39,amd ryzen 7
179.0,16.0,6.92,256.0,169.37,intel i5
211.0,16.0,8.34,256.0,134.14,amd ryzen 3
159.0,32.0,14.41,,199.58,intel i3
33.0,32.0,14.87,256.0,18.18,amd ryzen 7
83.0,32.0,13.85,256.0,165.07,amd ryzen 5
90.0,32.0,13.38,256.0,208.26,amd ryzen 5
55.0,32.0,16.97,256.0,203.65,intel i5
273.0,16.0,7.04,256.0,180.59,intel i3
215.0,16.0,10.08,256.0,71.27,intel i3
216.0,32.0,13.41,512.0,152.6,intel i3
160.0,32.0,15.25,512.0,,intel i3
237.0,16.0,6.8,256.0,91.87,amd ryzen 3
280.0,16.0,5.79,256.0,176.08,intel i3
263.0,16.0,6.2,256.0,18.39,intel i3
175.0,32.0,13.16,256.0,134.48,intel i3
25.0,32.0,18.01,256.0,111.14,amd ryzen 5
145.0,16.0,8.07,256.0,127.37,amd ryzen 5
25.0,32.0,16.31,256.0,107.74,amd ryzen 7
214.0,16.0,8.62,512.0,388.13,intel i3
196.0,16.0,9.41,256.0,246.0,amd ryzen 3
114.0,16.0,6.73,256.0,18.79,intel i7
230.0,16.0,4.67,512.0,130.56,intel i5
155.0,16.0,10.38,256.0,110.81,intel i5
56.0,16.0,11.58,512.0,211.62,intel i7
209.0,16.0,7.65,256.0,74.15,amd ryzen 3
62.0,32.0,11.71,256.0,11.69,intel i7
126.0,16.0,8.09,256.0,62.4,intel i7
116.0,32.0,18.97,512.0,466.16,intel i3
135.0,16.0,4.82,256.0,148.92,amd ryzen 7
196.0,16.0,2.67,256.0,217.4,intel i7
119.0,,16.73,512.0,164.58,intel i3
196.0,16.0,4.81,256.0,80.83,intel i5
116.0,16.0,5.92,256.0,210.14,amd ryzen 7
235.0,16.0,6.19,256.0,88.25,amd ryzen 3
150.0,16.0,2.48,512.0,298.81,amd ryzen 7
162.0,16.0,10.06,256.0,134.91,amd ryzen 5
25.0,32.0,12.79,512.0,210.76,amd ryzen 7
91.0,32.0,14.26,512.0,272.9,amd ryzen 5
126.0,32.0,16.26,,116.78,amd ryzen 3
301.0,16.0,9.26,512.0,292.99,amd ryzen 5
27.0,32.0,13.45,512.0,264.43,amd ryzen 7
186.0,32.0,14.4,512.0,254.55,intel i3
25.0,32.0,17.54,256.0,89.28,amd ryzen 7
144.0,32.0,13.32,512.0,320.88,amd ryzen 3
150.0,16.0,9.16,256.0,179.14,amd ryzen 5
169.0,16.0,8.85,512.0,278.29,
191.0,16.0,6.05,512.0,357.36,amd ryzen 5
55.0,16.0,10.99,512.0,361.48,amd ryzen 7
101.0,32.0,14.53,256.0,125.73,intel i5
25.0,32.0,17.34,256.0,10.0,amd ryzen 7
183.0,16.0,4.27,512.0,286.65,amd ryzen 5
54.0,32.0,12.85,256.0,107.19,intel i7
211.0,16.0,4.8,256.0,38.36,amd ryzen 5
87.0,16.0,10.59,512.0,257.51,intel i7
118.0,32.0,13.79,256.0,246.0,amd ryzen 3
251.0,16.0,6.18,256.0,187.17,intel i3
127.0,32.0,15.87,256.0,202.8,amd ryzen 3
186.0,,6.59,256.0,30.01,intel i5
145.0,16.0,4.56,256.0,130.57,intel i7
90.0,32.0,18.33,512.0,343.95,amd ryzen 3
144.0,16.0,2.4,512.0,253.79,amd ryzen 7
271.0,16.0,0.7,512.0,352.6,intel i5
188.0,32.0,11.8,256.0,180.64,intel i3
234.0,16.0,6.91,256.0,48.8,amd ryzen 3
216.0,16.0,5.96,256.0,235.55,intel i5
25.0,32.0,16.24,512.0,232.6,intel i7
133.0,32.0,16.26,256.0,178.62,amd ryzen 3
119.0,32.0,12.1,256.0,220.65,amd ryzen 5
166.0,16.0,9.42,512.0,301.47,intel i5
276.0,16.0,5.47,512.0,373.36,intel i3
100.0,32.0,20.58,256.0,190.45,intel i3
193.0,16.0,5.68,512.0,229.55,intel i5
184.0,32.0,13.47,256.0,241.51,intel i3
110.0,16.0,6.43,256.0,226.83,amd ryzen 7
209.0,32.0,12.12,256.0,76.47,intel i3
159.0,16.0,8.88,,376.21,intel i5
124.0,32.0,18.72,256.0,174.26,intel i3
187.0,32.0,13.08,256.0,10.0,intel i3
109.0,16.0,6.27,256.0,106.82,amd ryzen 7
89.0,16.0,8.21,256.0,69.99,amd ryzen 7
181.0,16.0,6.73,256.0,242.03,amd ryzen 5
144.0,16.0,8.07,512.0,252.95,amd ryzen 5
194.0,16.0,8.56,512.0,356.65,amd ryzen 3
262.0,16.0,5.98,256.0,117.49,intel i3
275.0,16.0,3.99,512.0,170.36,amd ryzen 3
101.0,16.0,,256.0,181.97,amd ryzen 7
120.0,16.0,5.92,256.0,64.83,amd ryzen 7
62.0,32.0,15.87,256.0,65.26,amd ryzen 5
156.0,16.0,3.84,256.0,203.79,amd ryzen 7
144.0,32.0,17.28,512.0,308.04,intel i3
169.0,16.0,3.31,256.0,136.33,intel i7
73.0,32.0,9.89,256.0,197.7,intel i7
131.0,16.0,5.99,256.0,173.09,intel i7
266.0,16.0,5.48,256.0,100.16,amd ryzen 3
78.0,16.0,8.75,512.0,264.71,intel i7
25.0,32.0,14.58,512.0,276.61,amd ryzen 7
59.0,16.0,11.02,512.0,335.04,amd ryzen 7
196.0,32.0,11.57,256.0,94.97,intel i3
82.0,16.0,7.65,512.0,221.77,amd ryzen 7
90.0,32.0,13.62,512.0,188.54,intel i5
25.0,32.0,17.99,256.0,143.39,intel i7
25.0,32.0,16.82,256.0,73.22,intel i7
304.0,16.0,1.66,512.0,321.56,amd ryzen 3
222.0,16.0,1.86,512.0,165.11,amd ryzen 5
170.0,16.0,8.0,512.0,289.82,intel i5
138.0,32.0,8.35,512.0,313.08,
94.0,32.0,13.62,512.0,270.33,intel i5
213.0,16.0,4.3,512.0,363.02,intel i5
225.0,16.0,4.99,512.0,195.39,amd ryzen 3
178.0,16.0,12.25,256.0,152.9,amd ryzen 3
219.0,16.0,1.4,256.0,89.53,intel i5
112.0,16.0,7.55,256.0,148.75,amd ryzen 7
146.0,16.0,10.41,256.0,34.52,intel i5
88.0,32.0,13.85,256.0,106.69,amd ryzen 5
205.0,16.0,4.49,512.0,308.59,intel i5
196.0,16.0,10.19,512.0,253.06,amd ryzen 3
49.0,32.0,13.05,256.0,76.22,intel i7
142.0,16.0,5.2,256.0,82.46,amd ryzen 7
102.0,32.0,10.16,256.0,178.56,intel i7
231.0,16.0,5.7,256.0,147.29,amd ryzen 3
109.0,16.0,7.2,256.0,77.61,amd ryzen 7
25.0,32.0,17.03,512.0,75.2,intel i7
185.0,16.0,8.13,256.0,26.22,amd ryzen 3
138.0,16.0,4.93,256.0,121.55,amd ryzen 7
137.0,32.0,13.77,256.0,211.52,amd ryzen 3
177.0,32.0,13.21,512.0,335.65,intel i3
120.0,32.0,11.63,512.0,364.71,amd ryzen 5
110.0,16.0,5.68,256.0,130.18,amd ryzen 7
70.0,32.0,13.2,512.0,199.5,intel i7
270.0,16.0,3.78,512.0,293.36,amd ryzen 3
115.0,16.0,4.99,256.0,89.5,intel i7
303.0,16.0,3.81,256.0,120.9,intel i3
33.0,,13.33,512.0,224.39,amd ryzen 7
126.0,,7.72,512.0,263.42,amd ryzen 5
158.0,32.0,13.19,256.0,217.3,amd ryzen 3
199.0,16.0,5.66,512.0,297.11,intel i5
119.0,16.0,10.38,256.0,235.32,amd ryzen 5
202.0,16.0,7.32,512.0,319.02,amd ryzen 3
133.0,32.0,15.33,512.0,281.5,amd ryzen 3
83.0,32.0,14.41,512.0,275.81,intel i5
174.0,16.0,5.41,512.0,263.17,amd ryzen 5
248.0,16.0,4.72,256.0,246.0,amd ryzen 3
179.0,16.0,7.96,512.0,315.27,intel i5
82.0,16.0,9.45,512.0,367.11,intel i7
142.0,32.0,11.75,512.0,369.22,intel i5
41.0,32.0,13.14,,172.23,amd ryzen 7
292.0,16.0,5.55,256.0,23.7,intel i3
70.0,32.0,14.94,256.0,134.96,intel i5
137.0,16.0,7.32,256.0,68.85,amd ryzen 7
170.0,16.0,3.49,256.0,71.75,amd ryzen 7
95.0,32.0,13.74,512.0,277.47,intel i5
45.0,32.0,11.8,256.0,151.52,amd ryzen 7
139.0,16.0,7.11,512.0,310.48,intel i7
153.0,16.0,8.47,256.0,176.64,intel i5
165.0,32.0,14.0,256.0,175.62,intel i3
156.0,16.0,7.78,512.0,336.18,amd ryzen 5
205.0,16.0,6.0,512.0,176.82,intel i5
249.0,16.0,6.27,256.0,96.4,amd ryzen 3
161.0,16.0,7.14,512.0,333.05,amd ryzen 5
212.0,32.0,11.16,512.0,273.09,intel i3
128.0,16.0,8.11,512.0,280.2,intel i7
91.0,32.0,15.23,256.0,23.47,intel i5
256.0,16.0,7.55,256.0,147.14,intel i3
69.0,32.0,15.5,256.0,129.67,amd ryzen 5
158.0,32.0,10.79,512.0,219.38,intel i5
64.0,16.0,8.83,256.0,98.04,amd ryzen 7
214.0,16.0,7.0,512.0,266.02,amd ryzen 3
25.0,32.0,13.06,512.0,264.49,
193.0,32.0,11.45,256.0,119.18,intel i3
172.0,16.0,6.18,512.0,338.42,amd ryzen 5
234.0,16.0,8.34,256.0,53.75,intel i3
25.0,32.0,17.72,256.0,169.39,intel i7
188.0,32.0,,256.0,153.94,amd ryzen 3
102.0,16.0,7.95,256.0,128.69,amd ryzen 7
53.0,16.0,11.35,512.0,226.01,amd ryzen 7
114.0,32.0,13.2,512.0,378.75,intel i5
106.0,32.0,11.88,256.0,31.55,intel i5
25.0,32.0,16.16,512.0,242.88,amd ryzen 7
97.0,16.0,8.47,256.0,127.47,amd ryzen 7
113.0,16.0,6.44,256.0,165.67,intel i7
75.0,16.0,10.42,512.0,315.3,
35.0,32.0,12.72,512.0,,amd ryzen 7
68.0,32.0,14.74,512.0,343.49,amd ryzen 5
105.0,16.0,8.54,512.0,286.2,amd ryzen 7
79.0,16.0,9.3,512.0,387.9,amd ryzen 7
236.0,16.0,7.43,512.0,388.88,amd ryzen 3
102.0,16.0,8.98,512.0,129.96,intel i7
114.0,16.0,7.6,512.0,454.41,intel i7
258.0,16.0,6.46,512.0,245.98,intel i3
260.0,16.0,7.31,256.0,144.36,intel i3
134.0,16.0,5.63,,245.38,amd ryzen 7
267.0,16.0,7.02,256.0,100.21,intel i3
212.0,16.0,7.56,256.0,123.3,amd ryzen 3
92.0,16.0,6.5,512.0,429.1,amd ryzen 7
147.0,32.0,,512.0,406.94,amd ryzen 3
67.0,32.0,11.7,512.0,228.36,intel i7
148.0,16.0,8.56,512.0,152.02,amd ryzen 5
34.0,32.0,17.32,512.0,252.66,intel i5
69.0,16.0,9.08,512.0,289.89,amd ryzen 7
137.0,16.0,8.5,512.0,274.62,intel i5
142.0,16.0,4.57,512.0,218.18,intel i7
221.0,16.0,8.68,256.0,145.68,amd ryzen 3
138.0,32.0,18.84,512.0,217.99,intel i3
123.0,32.0,12.65,256.0,95.97,intel i5
25.0,32.0,14.13,512.0,289.34,intel i7
182.0,32.0,13.37,256.0,210.78,intel i3
127.0,16.0,10.38,256.0,176.25,intel i5
94.0,16.0,7.94,256.0,10.0,amd ryzen 7
224.0,16.0,8.45,256.0,100.47,amd ryzen 3
25.0,32.0,13.68,512.0,293.64,amd ryzen 7
69.0,32.0,15.86,256.0,143.07,intel i5
147.0,32.0,13.24,512.0,227.83,amd ryzen 3
109.0,32.0,13.04,256.0,137.06,amd ryzen 5
254.0,16.0,5.74,256.0,125.67,amd ryzen 3
225.0,16.0,8.84,256.0,110.5,intel i3
321.0,16.0,3.64,512.0,220.89,intel i3
142.0,16.0,8.36,256.0,174.9,amd ryzen 5
95.0,16.0,8.84,256.0,97.69,amd ryzen 7
123.0,16.0,6.1,512.0,330.37,intel i7
243.0,16.0,8.04,256.0,121.11,amd ryzen 3
161.0,16.0,2.63,256.0,159.18,intel i7
244.0,16.0,5.38,256.0,113.67,amd ryzen 3
30.0,32.0,13.66,256.0,234.91,amd ryzen 7
135.0,16.0,5.84,512.0,268.83,intel i7
192.0,16.0,3.73,512.0,,amd ryzen 5
199.0,16.0,11.98,256.0,192.42,intel i3
29.0,32.0,12.4,512.0,201.91,amd ryzen 7
171.0,16.0,4.23,,331.99,intel i7
135.0,16.0,8.11,512.0,257.3,amd ryzen 5
210.0,16.0,11.25,512.0,168.94,intel i3
116.0,16.0,9.1,256.0,197.75,amd ryzen 5
99.0,16.0,8.74,256.0,129.74,intel i7
34.0,32.0,11.8,512.0,469.59,amd ryzen 7
169.0,16.0,5.97,512.0,307.13,amd ryzen 5
,16.0,8.39,256.0,131.53,amd ryzen 3
242.0,16.0,6.81,256.0,156.98,intel i3
126.0,16.0,4.82,256.0,83.85,amd ryzen 7
323.0,32.0,14.03,256.0,213.48,amd ryzen 3
121.0,16.0,9.0,256.0,77.76,amd ryzen 5
159.0,32.0,15.17,512.0,301.67,intel i3
105.0,32.0,13.85,256.0,140.74,intel i5
,16.0,8.57,256.0,246.0,intel i7
284.0,16.0,3.26,256.0,157.22,amd ryzen 3
285.0,16.0,4.34,256.0,187.47,intel i3
93.0,32.0,14.63,512.0,322.96,intel i5
260.0,16.0,7.5,256.0,112.51,intel i3
244.0,16.0,6.55,256.0,36.11,intel i3
145.0,16.0,4.59,256.0,51.88,amd ryzen 7
282.0,16.0,6.65,256.0,181.57,intel i3
124.0,32.0,16.5,512.0,205.03,intel i5
138.0,16.0,4.81,256.0,175.51,intel i7
176.0,16.0,8.44,256.0,171.6,intel i5
235.0,16.0,7.6,256.0,115.0,amd ryzen 3
140.0,16.0,10.72,512.0,266.6,intel i5
161.0,16.0,9.69,256.0,90.76,intel i5
131.0,16.0,3.86,256.0,77.32,amd ryzen 7
146.0,16.0,9.71,512.0,147.68,intel i5
195.0,16.0,5.31,256.0,89.57,amd ryzen 5
91.0,16.0,8.41,512.0,293.55,amd ryzen 7
98.0,16.0,9.43,512.0,219.08,intel i7
164.0,16.0,7.04,512.0,183.18,amd ryzen 5
220.0,16.0,9.12,256.0,232.69,intel i3
99.0,32.0,12.66,256.0,225.22,intel i5
237.0,16.0,8.26,256.0,,amd ryzen 3
308.0,16.0,5.34,512.0,272.2,amd ryzen 7
245.0,16.0,7.25,256.0,30.94,intel i3
150.0,32.0,11.63,512.0,271.51,intel i5
220.0,16.0,6.59,256.0,214.93,amd ryzen 3
227.0,16.0,6.08,512.0,383.87,amd ryzen 3
59.0,32.0,14.15,256.0,76.57,intel i7
216.0,16.0,8.13,256.0,221.24,amd ryzen 3
195.0,16.0,10.9,512.0,234.83,intel i3
131.0,16.0,9.61,256.0,216.29,amd ryzen 5
278.0,16.0,4.86,256.0,209.83,intel i3
270.0,16.0,3.61,512.0,303.14,amd ryzen 3
187.0,16.0,5.34,256.0,39.72,amd ryzen 5
301.0,16.0,2.74,256.0,240.93,intel i3
126.0,16.0,7.71,256.0,157.02,intel i7
201.0,16.0,6.44,512.0,282.19,intel i5
39.0,32.0,13.14,256.0,122.05,amd ryzen 7
98.0,32.0,14.09,256.0,152.7,amd ryzen 5
124.0,16.0,8.97,512.0,227.33,amd ryzen 5
25.0,32.0,13.53,512.0,175.17,amd ryzen 7
101.0,16.0,7.66,512.0,271.39,amd ryzen 7
157.0,,9.18,512.0,169.46,intel i5
25.0,16.0,13.31,512.0,404.93,amd ryzen 7
232.0,16.0,10.31,256.0,190.64,intel i3
204.0,32.0,11.21,256.0,61.39,amd ryzen 3
86.0,32.0,14.88,256.0,227.74,amd ryzen 5
25.0,32.0,15.19,512.0,316.21,amd ryzen 7
193.0,,5.61,256.0,161.57,intel i5
226.0,16.0,9.02,256.0,130.96,intel i3
126.0,32.0,15.83,512.0,238.02,intel i3
216.0,16.0,5.14,256.0,212.24,intel i5
190.0,16.0,10.4,512.0,348.03,amd ryzen 3
25.0,32.0,18.8,256.0,101.2,intel i7
131.0,16.0,8.03,256.0,10.0,intel i7
177.0,16.0,4.5,256.0,129.28,intel i7
255.0,16.0,8.19,512.0,316.1,intel i3
120.0,32.0,15.35,256.0,195.14,amd ryzen 3
73.0,16.0,11.45,256.0,10.0,intel i7
25.0,32.0,,256.0,55.13,intel i7
145.0,32.0,10.51,512.0,288.0,intel i5
212.0,16.0,,512.0,234.45,intel i5
91.0,32.0,10.68,,176.93,intel i7
256.0,16.0,9.07,256.0,111.45,intel i3
227.0,16.0,,256.0,,intel i3
183.0,16.0,0.7,256.0,203.6,amd ryzen 7
189.0,16.0,5.65,512.0,288.31,amd ryzen 5
133.0,32.0,15.2,512.0,275.53,amd ryzen 3
159.0,16.0,9.7,512.0,292.15,intel i5
130.0,16.0,8.82,512.0,250.29,amd ryzen 5
161.0,16.0,8.32,256.0,220.14,intel i5
138.0,16.0,10.82,256.0,10.0,intel i5
196.0,32.0,13.6,512.0,180.49,intel i3
279.0,16.0,7.8,256.0,154.98,intel i3
126.0,16.0,8.7,256.0,87.41,amd ryzen 5
260.0,16.0,6.35,512.0,272.83,intel i3
154.0,16.0,7.47,512.0,196.03,amd ryzen 5
116.0,16.0,9.47,256.0,147.76,amd ryzen 5
114.0,32.0,11.45,256.0,122.46,amd ryzen 5
163.0,32.0,13.99,512.0,312.8,intel i3
248.0,16.0,7.34,256.0,130.97,intel i3
66.0,32.0,12.77,512.0,159.67,intel i7
140.0,32.0,10.82,256.0,106.28,intel i5
83.0,32.0,15.59,512.0,77.87,intel i5
208.0,16.0,5.22,512.0,400.82,intel i5
133.0,32.0,10.17,256.0,89.4,amd ryzen 5
182.0,16.0,6.86,256.0,,amd ryzen 5
144.0,16.0,7.27,256.0,180.79,amd ryzen 5
26.0,32.0,14.17,512.0,293.71,amd ryzen 7
118.0,16.0,,512.0,403.85,amd ryzen 7
104.0,16.0,4.41,256.0,154.16,amd ryzen 7
263.0,16.0,3.91,256.0,39.35,amd ryzen 3
25.0,32.0,15.73,512.0,249.34,amd ryzen 7
112.0,16.0,7.71,512.0,228.84,intel i7
273.0,16.0,5.26,512.0,247.66,amd ryzen 3
115.0,32.0,15.38,256.0,235.02,amd ryzen 3
61.0,16.0,9.5,512.0,292.04,amd ryzen 7
260.0,16.0,7.4,512.0,,intel i3
218.0,16.0,9.41,512.0,300.7,amd ryzen 3
198.0,16.0,9.79,256.0,152.9,amd ryzen 3
171.0,16.0,5.52,256.0,200.39,amd ryzen 5
98.0,16.0,8.87,256.0,206.09,intel i7
93.0,32.0,18.05,512.0,131.19,amd ryzen 3
99.0,16.0,8.15,512.0,307.68,intel i7
312.0,16.0,1.36,256.0,144.08,amd ryzen 3
163.0,32.0,16.73,512.0,190.5,intel i3
129.0,16.0,4.38,256.0,177.55,amd ryzen 7
25.0,32.0,17.09,512.0,410.65,intel i7
160.0,16.0,7.01,512.0,255.43,amd ryzen 5
252.0,16.0,7.15,256.0,122.9,intel i7
111.0,16.0,6.82,512.0,317.03,amd ryzen 7
28.0,32.0,18.16,256.0,150.77,amd ryzen 5
171.0,16.0,10.55,512.0,187.1,amd ryzen 3
169.0,16.0,6.81,512.0,267.31,intel i5
199.0,32.0,10.83,512.0,295.44,intel i3
111.0,16.0,7.46,256.0,217.24,intel i7
250.0,16.0,7.79,256.0,195.13,intel i3
69.0,32.0,14.7,256.0,246.0,intel i7
268.0,16.0,,256.0,106.13,intel i3
121.0,16.0,9.48,256.0,98.17,amd ryzen 5
87.0,32.0,15.49,256.0,78.28,amd ryzen 5
146.0,32.0,13.37,256.0,178.19,amd ryzen 3
155.0,16.0,8.22,256.0,143.33,amd ryzen 7
100.0,16.0,7.99,256.0,246.0,intel i7
203.0,16.0,4.53,512.0,369.15,amd ryzen 5
230.0,16.0,8.55,256.0,133.78,intel i3
160.0,16.0,4.76,512.0,384.12,amd ryzen 5
25.0,32.0,15.09,256.0,205.32,amd ryzen 7
25.0,32.0,17.08,512.0,295.14,intel i7
69.0,32.0,12.04,256.0,181.47,intel i7
250.0,16.0,5.15,512.0,359.03,amd ryzen 3
220.0,16.0,5.06,256.0,141.72,intel i5
116.0,16.0,8.29,512.0,305.58,intel i7
128.0,16.0,6.37,512.0,255.31,intel i7
159.0,16.0,7.19,512.0,272.1,amd ryzen 5
255.0,16.0,5.61,,156.14,amd ryzen 3
239.0,16.0,7.2,256.0,62.7,amd ryzen 3
25.0,32.0,13.47,512.0,238.61,amd ryzen 7
118.0,32.0,17.14,512.0,222.67,amd ryzen 3
191.0,32.0,9.01,256.0,137.26,amd ryzen 3
274.0,16.0,5.3,256.0,116.74,amd ryzen 3
56.0,32.0,14.49,512.0,305.2,amd ryzen 5
106.0,,11.81,256.0,56.11,amd ryzen 5
